,address,id,name,opening_hours,postcode,query_timestamp,rating,types,latitude,longitude
20,"8-10 Brushfield St, London E1 6AN, UK",ChIJq1rCt7McdkgRA_p0tpXer10,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 6:00 AM – 9:00 PM', 'Tuesday: 6:00 AM – 9:00 PM', 'Wednesday: 6:00 AM – 9:00 PM', 'Thursday: 6:00 AM – 9:00 PM', 'Friday: 6:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']}",E1 6AN,2017-12-21 14:21:04 Europe/London,3.9,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5188618,-0.0786435
21,"6, Hays Galleria, Tooley St, London SE1 2HD, UK",ChIJ60AXP1ADdkgRcob3ITd70-E,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2030'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '0630'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 6, 'time': '2030'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 6:30 AM – 8:30 PM', 'Tuesday: 6:30 AM – 8:30 PM', 'Wednesday: 6:30 AM – 8:30 PM', 'Thursday: 6:30 AM – 8:30 PM', 'Friday: 6:30 AM – 8:30 PM', 'Saturday: 8:00 AM – 8:30 PM', 'Sunday: 8:00 AM – 8:30 PM']}",SE1 2HD,2017-12-21 14:21:04 Europe/London,3.3,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.505897,-0.083694
22,"48-50 Minories, London EC3N 1JJ, UK",ChIJMxz2sk0DdkgRIWdn2c5P_Y0,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '1930'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '1930'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '1930'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '1930'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '1930'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 6:00 AM – 7:30 PM', 'Tuesday: 6:00 AM – 7:30 PM', 'Wednesday: 6:00 AM – 7:30 PM', 'Thursday: 6:00 AM – 7:30 PM', 'Friday: 6:00 AM – 7:30 PM', 'Saturday: 8:00 AM – 6:00 PM', 'Sunday: 8:00 AM – 6:00 PM']}",EC3N 1JJ,2017-12-21 14:21:05 Europe/London,4,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5115866,-0.0753091
23,"201A West End Ln, London NW6 2LJ, UK",ChIJ9eS6SngQdkgRni7KTRkSqJg,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2030'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2030'}, 'open': {'day': 6, 'time': '0600'}}], 'weekday_text': ['Monday: 6:00 AM – 8:30 PM', 'Tuesday: 6:00 AM – 8:30 PM', 'Wednesday: 6:00 AM – 8:30 PM', 'Thursday: 6:00 AM – 8:30 PM', 'Friday: 6:00 AM – 8:30 PM', 'Saturday: 6:00 AM – 8:30 PM', 'Sunday: 7:30 AM – 8:30 PM']}",NW6 2LJ,2017-12-21 14:21:05 Europe/London,3.3,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5477487,-0.191241
24,"The O2, London SE10 0BB, UK",ChIJw7YHVxyo2EcRIG2Vh7eXNN0,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2345'}, 'open': {'day': 0, 'time': '0830'}}, {'close': {'day': 1, 'time': '2345'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2345'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2345'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2345'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2345'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2345'}, 'open': {'day': 6, 'time': '0830'}}], 'weekday_text': ['Monday: 8:00 AM – 11:45 PM', 'Tuesday: 8:00 AM – 11:45 PM', 'Wednesday: 8:00 AM – 11:45 PM', 'Thursday: 8:00 AM – 11:45 PM', 'Friday: 8:00 AM – 11:45 PM', 'Saturday: 8:30 AM – 11:45 PM', 'Sunday: 8:30 AM – 11:45 PM']}",SE10 0BB,2017-12-21 14:21:06 Europe/London,3.2,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5020823,0.0050051
25,"99 St Martin's Ln, London WC2N 4AS, UK",ChIJMxqSn8wEdkgRZO-QTizJk9M,Starbucks,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0630'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 6:30 AM – 10:00 PM', 'Tuesday: 6:30 AM – 10:00 PM', 'Wednesday: 6:30 AM – 10:00 PM', 'Thursday: 6:30 AM – 10:00 PM', 'Friday: 6:30 AM – 10:00 PM', 'Saturday: 7:00 AM – 10:00 PM', 'Sunday: 8:00 AM – 9:00 PM']}",WC2N 4AS,2017-12-21 14:21:06 Europe/London,4,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5104752,-0.1270941
26,"104-122 City Rd, London EC1V 2NR, UK",ChIJoUYci7IcdkgRrpr8B2BmCuM,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 6:00 AM – 9:30 PM', 'Tuesday: 6:00 AM – 9:30 PM', 'Wednesday: 6:00 AM – 9:30 PM', 'Thursday: 6:00 AM – 9:30 PM', 'Friday: 6:00 AM – 9:30 PM', 'Saturday: 7:30 AM – 9:30 PM', 'Sunday: 7:30 AM – 9:00 PM']}",EC1V 2NR,2017-12-21 14:21:06 Europe/London,3.7,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5262576,-0.0880558
27,"112-116 New Oxford St, London WC1A 1HH, UK",ChIJkx0kYi0bdkgRaDAVgjFnuU4,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 6:00 AM – 10:30 PM', 'Tuesday: 6:00 AM – 10:30 PM', 'Wednesday: 6:00 AM – 10:30 PM', 'Thursday: 6:00 AM – 10:30 PM', 'Friday: 6:00 AM – 10:30 PM', 'Saturday: 7:00 AM – 10:00 PM', 'Sunday: 7:00 AM – 10:00 PM']}",WC1A 1HH,2017-12-21 14:21:06 Europe/London,3.6,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.516645,-0.129358
28,"15 Unit B, 13 Surrey Quays Rd, London SE16 7LL, UK",ChIJQ-BG8d8CdkgRYQ3YLxTarQE,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1730'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '1830'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 7:00 PM', 'Tuesday: 8:00 AM – 7:00 PM', 'Wednesday: 8:00 AM – 7:00 PM', 'Thursday: 8:00 AM – 7:00 PM', 'Friday: 8:00 AM – 7:00 PM', 'Saturday: 8:00 AM – 6:30 PM', 'Sunday: 10:30 AM – 5:30 PM']}",SE16 7LL,2017-12-21 14:21:07 Europe/London,3.8,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.4948995,-0.0465024
29,"54-56 Greenwich Church St, London SE10 9BL, UK",ChIJ4W96EYUCdkgRDXg4AwkWdHc,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 6:00 AM – 11:00 PM', 'Tuesday: 6:00 AM – 11:00 PM', 'Wednesday: 6:00 AM – 11:00 PM', 'Thursday: 6:00 AM – 11:00 PM', 'Friday: 6:00 AM – 11:00 PM', 'Saturday: 7:00 AM – 11:00 PM', 'Sunday: 7:00 AM – 11:00 PM']}",SE10 9BL,2017-12-21 14:21:07 Europe/London,3.9,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.4821517,-0.0098852
30,"5, 10 Wimbledon Hill Rd, Wimbledon, London SW19 7NS, UK",ChIJ1RgHercIdkgRJJpYO1lzI7w,Starbucks,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0500'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0500'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0500'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0500'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0500'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0500'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0500'}}], 'weekday_text': ['Monday: 5:00 AM – 11:00 PM', 'Tuesday: 5:00 AM – 11:00 PM', 'Wednesday: 5:00 AM – 11:00 PM', 'Thursday: 5:00 AM – 11:00 PM', 'Friday: 5:00 AM – 11:00 PM', 'Saturday: 5:00 AM – 11:00 PM', 'Sunday: 5:00 AM – 11:00 PM']}",SW19 7NS,2017-12-21 14:21:08 Europe/London,4,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.4211305,-0.2076613
31,"64 Notting Hill Gate, London W11 3HT, UK",ChIJN9p_gfwPdkgROXlJ3NE-ViQ,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2030'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '0630'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 6, 'time': '2030'}, 'open': {'day': 6, 'time': '0630'}}], 'weekday_text': ['Monday: 6:30 AM – 8:30 PM', 'Tuesday: 6:30 AM – 8:30 PM', 'Wednesday: 6:30 AM – 8:30 PM', 'Thursday: 6:30 AM – 8:30 PM', 'Friday: 6:30 AM – 8:30 PM', 'Saturday: 6:30 AM – 8:30 PM', 'Sunday: 7:00 AM – 8:30 PM']}",W11 3HT,2017-12-21 14:21:08 Europe/London,3.6,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5092947,-0.1957995
32,"Black Lion House, 45 Whitechapel Rd, London E1 1DU, UK",ChIJebAv8MocdkgR1JZZsTPawJo,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '0830'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0630'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 6:30 AM – 8:00 PM', 'Tuesday: 6:30 AM – 8:00 PM', 'Wednesday: 6:30 AM – 8:00 PM', 'Thursday: 6:30 AM – 8:00 PM', 'Friday: 6:30 AM – 8:00 PM', 'Saturday: 7:30 AM – 7:00 PM', 'Sunday: 8:30 AM – 7:00 PM']}",E1 1DU,2017-12-21 14:21:09 Europe/London,3.7,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5170265,-0.0680942
33,"7 The Broadway, London N8 8DU, UK",ChIJhZfaTscbdkgR90-HUk8Q5y4,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1930'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0630'}}], 'weekday_text': ['Monday: 6:00 AM – 8:00 PM', 'Tuesday: 6:00 AM – 8:00 PM', 'Wednesday: 6:00 AM – 8:00 PM', 'Thursday: 6:00 AM – 8:00 PM', 'Friday: 6:00 AM – 8:00 PM', 'Saturday: 6:30 AM – 8:00 PM', 'Sunday: 7:00 AM – 7:30 PM']}",N8 8DU,2017-12-21 14:21:09 Europe/London,3.4,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5786486,-0.1239888
34,"40-42 Old Town, London SW4 0LB, UK",ChIJ9bJrP60FdkgRgl2bqKlf2YY,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1930'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '1930'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '1930'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '1930'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '1930'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '1930'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '1930'}, 'open': {'day': 6, 'time': '0600'}}], 'weekday_text': ['Monday: 6:00 AM – 7:30 PM', 'Tuesday: 6:00 AM – 7:30 PM', 'Wednesday: 6:00 AM – 7:30 PM', 'Thursday: 6:00 AM – 7:30 PM', 'Friday: 6:00 AM – 7:30 PM', 'Saturday: 6:00 AM – 7:30 PM', 'Sunday: 7:00 AM – 7:30 PM']}",SW4 0LB,2017-12-21 14:21:10 Europe/London,4,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.4638023,-0.1420062
35,"52 Berkeley St, Mayfair, London W1J 8ET, UK",ChIJJ9HYxLkEdkgR5sR8L70uho8,Starbucks,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '0615'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '0615'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '0615'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '0615'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '0615'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 6:15 AM – 10:30 PM', 'Tuesday: 6:15 AM – 10:30 PM', 'Wednesday: 6:15 AM – 10:30 PM', 'Thursday: 6:15 AM – 10:30 PM', 'Friday: 6:15 AM – 10:30 PM', 'Saturday: 7:00 AM – 10:30 PM', 'Sunday: 7:30 AM – 10:00 PM']}",W1J 8ET,2017-12-21 14:21:10 Europe/London,3.7,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5074195,-0.1426053
36,"7-9 Golders Green Rd, London NW11 8DY, UK",ChIJAZdzwpsQdkgRh595Ub5GwRU,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0500'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0500'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0500'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0500'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0500'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0500'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0500'}}], 'weekday_text': ['Monday: 5:00 AM – 11:00 PM', 'Tuesday: 5:00 AM – 11:00 PM', 'Wednesday: 5:00 AM – 11:00 PM', 'Thursday: 5:00 AM – 11:00 PM', 'Friday: 5:00 AM – 11:00 PM', 'Saturday: 5:00 AM – 11:00 PM', 'Sunday: 5:00 AM – 11:00 PM']}",NW11 8DY,2017-12-21 14:21:11 Europe/London,3.7,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5717633,-0.1959318
37,"77 Tottenham Court Rd, Fitzrovia, London W1T 2HQ, UK",ChIJ7wB7ri4bdkgRKIeWYfWdo7A,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0600'}}], 'weekday_text': ['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 8:00 AM – 9:00 PM']}",W1T 2HQ,2017-12-21 14:21:11 Europe/London,3.9,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5207088,-0.134725
38,"13 Hanover Square, Mayfair, London W1S 1HN, UK",ChIJJcxAKisFdkgRvuIHiG7G6d0,Starbucks,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 7:30 AM – 10:00 PM', 'Sunday: 7:30 AM – 9:00 PM']}",W1S 1HN,2017-12-21 14:21:11 Europe/London,4,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5146151,-0.1439675
39,"4/6 Parkway, London NW1 7AA, UK",ChIJDepGquEadkgRXTgb11oF2nM,Starbucks Coffee Camden - Parkway,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 7:30 AM – 10:00 PM', 'Sunday: 8:00 AM – 10:00 PM']}",NW1 7AA,2017-12-21 14:21:12 Europe/London,3.8,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5389368,-0.1432212
40,"95-96 Wandsworth Bridge Rd, Fulham, London SW6 2TD, UK",ChIJ6d_Z2oEPdkgRK4k9AFmg1Og,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1830'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '1830'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '1830'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '1830'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '1830'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '1830'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '1830'}, 'open': {'day': 6, 'time': '0630'}}], 'weekday_text': ['Monday: 6:00 AM – 6:30 PM', 'Tuesday: 6:00 AM – 6:30 PM', 'Wednesday: 6:00 AM – 6:30 PM', 'Thursday: 6:00 AM – 6:30 PM', 'Friday: 6:00 AM – 6:30 PM', 'Saturday: 6:30 AM – 6:30 PM', 'Sunday: 7:00 AM – 6:30 PM']}",SW6 2TD,2017-12-21 14:21:14 Europe/London,4.2,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.4737433,-0.191786
41,"Lynton House, Tavistock Square, Kings Cross, London WC1H 9LT, UK",ChIJ5f3pCTAbdkgRcyP4yn3fMOI,Starbucks,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0630'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 6:30 AM – 8:00 PM', 'Tuesday: 6:30 AM – 8:00 PM', 'Wednesday: 6:30 AM – 8:00 PM', 'Thursday: 6:30 AM – 8:00 PM', 'Friday: 6:30 AM – 8:00 PM', 'Saturday: 7:00 AM – 8:00 PM', 'Sunday: 7:30 AM – 7:00 PM']}",WC1H 9LT,2017-12-21 14:21:15 Europe/London,4,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5252981,-0.1283053
